Gene	Chr	Start	End
RP11-274B18.4	9	68541036	68644442
LINC01506	9	68543541	68546589
BANCR	9	69296682	69306977
RP11-109D9.4	9	69672749	69673713
C9orf135-AS1	9	69818983	69820739
RP11-63P12.7	9	72257336	72257783
LINC01504	9	72305430	72343210
LINC01474	9	72871728	72874109
RP11-128I7.1	9	73573615	73579498
RP11-171A24.2	9	74371531	74383530
RP11-470F18.1	9	75579669	75588548
RP11-165H23.1	9	79135422	79145674
RP11-375O18.2	9	79505804	79532342
RP11-403N16.2	9	79874696	79886678
RP11-403N16.3	9	79889001	79892007
RP11-327L9.1	9	79975023	79990064
LINC01507	9	80030579	80034555
RP11-289F5.1	9	80869758	80871295
RP11-154D17.1	9	81689713	81776900
RP11-383M4.2	9	81928021	81931368
RP11-383M4.6	9	81930226	81977089
RP11-15B24.5	9	82272756	82564432
RP11-15B24.1	9	82405188	82406239
RP11-15B24.4	9	82451656	82455225
RP11-158D2.2	9	84063443	84094577
RP11-202I11.2	9	85756042	85765112
RP11-213G2.2	9	85785722	85793480
RP11-359J6.1	9	86414282	86414570
RP11-395D3.1	9	86632147	86696496
RP11-276H19.1	9	86948699	87002033
RP11-276H19.2	9	87008455	87042126
C9orf170	9	87148644	87159556
XXyac-YM21GA2.4	9	87864166	87866290
RP13-60M5.2	9	88627189	88652160
RP11-791O21.5	9	88971638	88976298
UNQ6494	9	89639814	89719759
RP5-1050E16.2	9	89799695	89821753
RP5-1050E16.1	9	89801727	89803061
RP11-406A20.1	9	89978282	89987486
RP11-406A20.4	9	90020654	90041499
LINC01508	9	90300902	90433505
LINC01501	9	90463524	90582744
RP11-367F23.1	9	90957260	90965393
RP11-367F23.2	9	90997054	91001871
RP11-305L7.1	9	91104957	91107304
RP11-305L7.6	9	91119062	91182762
RP11-305L7.3	9	91119138	91163087
LINC00484	9	91159573	91165658
RP11-305L7.7	9	91206175	91210299
RP11-440G5.2	9	91426238	91427144
LINC00475	9	92141298	92160114
RP11-100G15.10	9	92150382	92157445
RP11-370F5.4	9	93147040	93148556
RP11-53B5.1	9	93857083	93858333
BARX1-AS1	9	93955597	93959140
RP11-2B6.3	9	94166289	94200627
RP11-2B6.2	9	94176458	94177892
MIRLET7DHG	9	94176602	94204568
RP11-307E17.8	9	94332476	94360948
RP11-435O5.7	9	95406990	95407662
RP11-435O5.2	9	95414834	95426796
RP11-332M4.1	9	95599545	95606286
RP11-180I4.2	9	95650154	95715718
RP11-180I4.4	9	95772323	95774734
LINC00092	9	96019732	96027965
RP11-569G13.2	9	96095211	96101912
RP11-535M15.1	9	96687056	96721121
RP11-498P14.3	9	97195351	97197687
RP11-498P14.5	9	97200475	97238700
RP11-498P14.4	9	97233201	97235014
RP11-546O6.4	9	97743208	97744935
PTCSC2	9	97805935	97810008
RP11-96L7.2	9	99183373	99184891
NAMA	9	99355337	99377240
RP11-547C13.1	9	99531696	99536924
RP11-554F20.1	9	99585786	99819889
LINC00587	9	102519636	102657514
LINC01492	9	103140523	103325034
RP11-436F21.1	9	103361952	103429892
SMC2-AS1	9	104080024	104093073
RP11-217B7.3	9	104990796	104991781
RP11-6F6.1	9	106061354	106064825
RP11-308N19.1	9	106278392	106604795
RP11-540H22.2	9	106584142	106591952
RP11-308N19.3	9	106615078	106615806
LINC01505	9	106616058	106702662
RP11-196I18.4	9	107117459	107121705
LINC01509	9	107420284	107430802
RP11-505C13.1	9	108252154	108254820
RP11-339N8.1	9	108701370	108703092
RP11-410K21.2	9	110599475	110605219
RP11-202G18.1	9	111139246	111284836
ZNF883	9	112997120	113050043
FAM225B	9	113103338	113111500
FAM225A	9	113113073	113119928
RP11-168K11.3	9	113619228	113622634
RP11-18B16.2	9	113650956	113682855
RP11-9M16.2	9	114396724	114398503
RP11-402G3.5	9	114656304	114662374
RP11-402G3.3	9	114666434	114682089
RP11-523L1.2	9	115119539	115138409
RP11-445L6.3	9	115252538	115254251
RP11-284G10.1	9	115739663	115744239
LINC00474	9	115888169	115925207
RP11-787B4.2	9	116012361	116012965
RP11-388N2.1	9	117462294	117466260
RP11-500B12.1	9	117648606	117657027
RP11-281A20.2	9	117783448	117868071
RP11-281A20.1	9	117840322	117897256
RP11-349E4.1	9	118687752	118705960
RP11-127L21.1	9	118740563	118745312
RP11-295D22.1	9	119495375	119524125
RP11-360A18.2	9	119935053	119937832
RP11-360A18.1	9	119973094	119974322
TTLL11-IT1	9	121884636	121963719
RP11-542K23.10	9	122400970	122402906
RP11-10J18.3	9	124514938	124516056
RP11-343J18.2	9	126057580	126159613
RP11-343J18.1	9	126270121	126275918
RP11-205K6.1	9	126516417	126518808
RP11-205K6.2	9	126527618	126530343
RP11-56D16.8	9	127690098	127690840
PTGES2-AS1	9	128128529	128130628
RP11-339B21.11	9	128391461	128392016
MIR219A2	9	128392007	128393510
RP11-167N5.5	9	129004502	129004998
RP11-247A12.7	9	129170434	129170940
RP11-344B5.4	9	129258354	129259846
RP11-344B5.3	9	129259062	129261581
RP11-344B5.2	9	129282458	129285728
C9orf106	9	129321016	129324905
RP11-65J3.15	9	129328261	129328401
LINC01503	9	129332300	129359538
RP11-65J3.3	9	129430652	129451422
RP11-65J3.2	9	129438216	129439118
RP11-65J3.14	9	129480605	129482538
RP11-492E3.51	9	129501990	129513686
RP11-138E2.1	9	130044713	130045081
RP11-88G17.6	9	130140610	130144219
RP11-323H21.3	9	131816192	131820988
LL09NC01-139C3.1	9	134168769	134169340
RP11-145E17.2	9	134293931	134295397
RP11-473E2.2	9	134505472	134521442
RP11-473E2.4	9	134527182	134545244
RP11-473E2.3	9	134552738	134553897
RP11-447M12.2	9	134937151	134943195
RP11-399H11.3	9	135204722	135237597
RP11-399H11.2	9	135245696	135252708
C9orf62	9	135343249	135346562
RP11-555H7.2	9	135352684	135354220
LINC01502	9	135574935	135587112
RP11-83N9.5	9	136107808	136109424
RP11-83N9.6	9	136122521	136124363
WI2-1959D15.1	9	136249971	136251205
DKFZP434A062	9	136322303	136327323
C9orf163	9	136483495	136486067
LINC01451	9	136612024	136617181
PRR31	9	136969243	136971990
RP11-229P13.19	9	136975094	136976981
RP11-885N19.6	9	138199933	138203325
FAM157B	9	138216187	138252994
RP11-631M21.1	10	14061	16544
RP11-164C1.2	10	743992	744958
LINC00200	10	1159768	1164672
LINC00700	10	2005473	2014348
RP11-69C17.2	10	2071845	2081097
RP11-69C17.3	10	2166332	2169460
RP11-69C17.4	10	2169140	2189474
LINC00701	10	2305083	2315075
RP11-446F3.2	10	2446253	2447352
RP11-526P5.1	10	2499721	2500570
RP11-526P5.2	10	2501783	2567239
RP11-118K6.2	10	3010531	3013111
RP11-118K6.3	10	3065424	3066001
RP11-298E9.5	10	3223816	3227407
RP11-298E9.6	10	3240371	3257210
RP11-195B3.1	10	3266003	3267015
RP11-482E14.1	10	3486894	3502838
RP11-482E14.2	10	3532094	3537031
RP11-464C19.2	10	3833950	3834728
RP11-464C19.3	10	3934519	3935813
RP11-433J20.2	10	4024940	4028394
RP11-433J20.1	10	4051726	4089013
LINC00702	10	4201141	4243912
LINC00703	10	4384246	4410612
RP11-34C15.2	10	4415305	4426179
LINC00704	10	4650185	4678154
LINC00705	10	4655427	4662419
RP11-445P17.3	10	5234358	5263408
RP11-445P17.8	10	5266033	5271236
RP13-463N16.6	10	5594991	5596118
RP11-336A10.5	10	5608475	5610793
RP11-336A10.4	10	5616862	5618161
RP11-318E3.9	10	5813985	5814441
RP11-563J2.2	10	6277687	6335982
RP11-563J2.3	10	6350316	6352762
RP11-554I8.1	10	6618716	6625346
RP11-554I8.2	10	6737382	6739026
LINC00706	10	6774307	6779180
LINC00707	10	6779598	6842906
RP11-799O21.2	10	6891457	6920472
RP11-393K12.2	10	7097152	7097675
RP5-1031D4.2	10	7445558	7471942
GATA3-AS1	10	8050450	8053484
RP11-379F12.4	10	8051541	8053084
RP11-379F12.3	10	8052242	8053449
LINC00708	10	8259331	8268305
RP5-1119O21.2	10	8298897	8301667
RP11-543F8.2	10	8400860	8461863
RP11-428L9.1	10	8897989	8914596
RP11-428L9.2	10	8970125	8973468
LINC00709	10	9275833	9287057
RP5-1051H14.2	10	9758783	9759237
RP5-933E2.1	10	10058722	10063502
RP11-271F18.1	10	10365180	10366487
RP11-271F18.4	10	10419538	10462349
SFTA1P	10	10784437	10794980
RP1-251M9.2	10	10960151	10970816
RP11-397O4.1	10	11030334	11030868
RP11-138I18.2	10	11679675	11680514
RP11-398C13.6	10	14877688	14878686
RP11-461K13.1	10	16278701	16295858
RP11-406H21.2	10	17137336	17137585
RP11-139J15.5	10	18746433	18747853
RP11-275N1.1	10	21340233	21372950
RP11-108B14.5	10	22218074	22221168
RP11-573G6.6	10	22257786	22258548
RP11-573G6.9	10	22332404	22332987
RP11-573G6.8	10	22332587	22332981
RP11-573G6.10	10	22340377	22340615
LINC01552	10	23203816	23239816
RP11-165A20.3	10	24953241	24953513
LINC01516	10	25113058	25161236
LINC00836	10	25651712	25732935
RP11-128B16.3	10	26577676	26579095
LINC00264	10	26589865	26594330
RP13-16H11.7	10	26643228	26645016
LINC00202-2	10	26647986	26653454
RP13-16H11.2	10	26664206	26676159
LINC00202-1	10	26931206	26942001
LINC00614	10	26943323	26944418
RP11-85G18.6	10	27243130	27250804
RP11-748L13.6	10	27343436	27344917
RP11-218D6.4	10	27999788	28049615
RP11-351M16.3	10	28433008	28495813
RP11-478H13.1	10	28743745	28744663
LINC00837	10	28789188	28796113
RP11-253D19.1	10	30553854	30554483
RP11-253D19.2	10	30576699	30580182
RP11-14C22.3	10	30655489	30657535
RP11-14C22.6	10	30723251	30723740
RP11-192P3.4	10	31187883	31261910
RP11-472N13.2	10	31604600	31606218
RP11-472N13.3	10	31693084	31707388
RP11-479G22.8	10	32887255	32889311
RP11-462L8.1	10	32958845	33082102
RP11-342D11.3	10	33096257	33116672
RP11-90B22.1	10	33341655	33341905
RP11-476F14.1	10	33578931	33600040
RP13-259N13.2	10	33684755	33687064
LINC00838	10	33759713	33772658
RP11-490O24.2	10	33909238	33917804
RP11-324I22.2	10	35219894	35230598
LINC01452	10	35778302	35800920
RP11-309N24.1	10	35896874	35898963
RP11-810B23.1	10	36089086	36089389
RP11-92J19.3	10	36438616	36442392
RP11-322I2.1	10	36940109	36943932
RP11-20F24.2	10	37240887	37242049
LINC00993	10	37309185	37347031
RP11-258F22.1	10	37775371	37784131
RP11-258F22.2	10	37791580	37791937
RP11-393J16.4	10	37976825	37992467
RP11-508N22.12	10	38137337	38144399
RP11-508N22.13	10	38149968	38150293
RP11-508N22.9	10	38164648	38212357
RP11-672F9.1	10	38247922	38333155
RP11-291L22.4	10	38453181	38466176
LINC00839	10	42475543	42495336
LINC01518	10	42674197	42691723
AL022344.5	10	42696035	42706453
AL022344.7	10	42751178	42752145
RP11-124O11.1	10	42871521	42874060
LINC01264	10	42979017	42981507
RP11-351D16.3	10	43136824	43138334
RP11-168L22.2	10	43323665	43327932
RP11-517P14.2	10	43420738	43422100
RP11-402L1.4	10	43630882	43631564
RP11-402L1.11	10	43665668	43667005
RP11-272J7.4	10	43777562	43778825
LINC00619	10	43845306	43850622
LINC00840	10	43859411	43895433
RP11-168P8.5	10	43901365	43912326
RP11-168P8.3	10	43912444	43914236
LINC00841	10	43939003	43944466
RP11-20J15.2	10	44259602	44261813
RP11-20J15.3	10	44282926	44293709
RP11-733D4.1	10	44591208	44602104
RP11-285G1.9	10	44937508	44955725
RP11-445N18.5	10	45164228	45181427
RP11-38L15.2	10	46597918	46612154
RP11-38L15.8	10	46632387	46635472
LINC00864	10	47588681	47599830
CH17-360D5.2	10	47908064	47991850
CH17-360D5.1	10	47918739	47923524
CH17-360D5.3	10	47970043	47973496
RP11-534L6.2	10	48664199	48672424
LINC00843	10	49972763	49982053
RP11-96B5.4	10	50964270	50965220
LINC01468	10	52450874	52470533
RP11-319F12.2	10	52973488	52975815
RP11-71J2.1	10	53291072	53311065
RP11-598C10.2	10	55468327	55469222
RP11-598C10.1	10	55506219	55513217
RP11-179B15.5	10	58304553	58305621
RP11-179B15.6	10	58325614	58327030
LINC00844	10	58999626	59001543
RP11-135D11.2	10	59589150	59611248
LINC01553	10	59955430	59960913
RP11-131N11.4	10	60734342	60741828
LINC00845	10	61016275	61026420
RP11-491H19.1	10	61781745	61821246
RP11-120C12.3	10	62289521	62304033
RP11-170M17.1	10	63664664	63990568
RP11-174J11.1	10	64036345	64037280
RP11-179K3.2	10	64901136	64924518
RP11-428G2.1	10	65313785	65314970
LINC01515	10	65570338	65768835
RP11-57G10.8	10	67849525	67850746
RP11-153K11.3	10	68233251	68242379
RP11-242G20.1	10	69684899	69692452
RP11-262I2.2	10	69994626	70007836
RP11-432J9.3	10	70929925	70932057
RP11-432J9.6	10	70939053	70955641
RP11-472G21.2	10	71878356	71879107
RP11-150D20.5	10	72053294	72054037
RP11-344N10.5	10	73098044	73101297
RP11-464F9.22	10	73630556	73631490
RP11-574K11.29	10	73703735	73713581
RP11-222G7.2	10	74821610	74822130
ZNF503-AS1	10	75269819	75373500
RP11-399K21.11	10	75279726	75401246
RP11-399K21.13	10	75408973	75409326
RP11-399K21.14	10	75409157	75411842
LINC00856	10	78238255	78675109
LINC00595	10	78267328	78330595
RP11-90J7.2	10	78293842	78301003
RP11-90J7.4	10	78352597	78356100
RP11-31E13.2	10	78696062	78697022
RP11-481G8.2	10	79000484	79003803
RP11-342M3.1	10	79504073	79506281
RP11-589B3.6	10	79628757	79632188
RP11-506M13.3	10	79660891	79677996
RP11-182L21.6	10	79825902	79827602
RP11-479O17.10	10	79968213	79973213
LINC00857	10	80207710	80219657
RP11-36D19.8	10	80333771	80334426
RP11-514F8.2	10	80649797	80653732
RP11-344L13.2	10	83672406	83675439
RP11-219F10.1	10	83911654	83912922
LINC00858	10	84279980	84294659
LINC01519	10	85193421	85197958
RP11-475D12.1	10	85431943	85432515
RP11-475D12.2	10	85432863	85448961
LINC01520	10	85449592	85491996
LINC00863	10	87342736	87357882
LINC00864	10	87397023	87424792
RP11-57C13.4	10	87591607	87606024
RP11-57C13.6	10	87607985	87659279
RP11-80H5.6	10	89646289	89650822
RP11-80H5.9	10	89667181	89699671
RP11-80H5.7	10	89694295	89697928
LINC00865	10	89829510	89840861
LINC01374	10	89853906	89914948
LINC01375	10	89915489	89957373
RP11-15K3.1	10	90402521	90540805
RP11-94M14.2	10	90454170	90502968
RP11-94M14.3	10	90462717	90467952
RP11-236B18.2	10	90994620	91006390
RP11-236B18.5	10	90997480	90997713
LINC00502	10	91047166	91062159
RP11-348J12.5	10	93071972	93073466
RP11-310E22.5	10	95141925	95168425
LINC00866	10	97828478	97849798
RP11-441O15.3	10	99431191	99438117
LINC01475	10	99526350	99531177
RP11-129J12.1	10	99527081	99528261
RP11-85A1.3	10	99621055	99621918
OLMALINC	10	100373615	100383368
RP11-285F16.1	10	100412934	100413421
RP11-108L7.14	10	100967688	100968135
RP11-108L7.15	10	101060029	101061005
LINC01514	10	101176323	101194147
RP11-107I14.4	10	101252821	101263550
RP11-107I14.2	10	101311018	101311505
RP11-107I14.5	10	101322485	101323394
RP11-190J1.3	10	101704652	101708401
C10orf95	10	102449837	102451543
RP11-47A8.5	10	102642792	102644140
RP11-724N1.1	10	102914585	102915404
RP11-127L20.3	10	104323369	104327004
RP11-127O4.3	10	104474939	104480274
RP11-127O4.2	10	104616102	104616973
RP11-56I23.1	10	105808775	105819197
RP11-298H24.1	10	106140264	106188722
LINC01435	10	107694973	108197849
RP11-163F15.1	10	108547975	108561815
RP11-655H13.2	10	108710518	108839363
RP11-525A16.4	10	110428840	110496204
RP11-313D6.3	10	110869743	110871594
RP11-381K7.1	10	111349939	111352103
RP11-106M7.1	10	114764788	114779903
RP11-383C6.2	10	114994657	114996593
MIR3663HG	10	117158656	117169059
CTA-109P11.4	10	117425194	117490419
CTA-109P11.1	10	117562084	117572457
RP11-328K15.1	10	117735313	117736407
RP11-355F22.1	10	117825903	117830518
LINC00867	10	118357108	118365103
LINC01561	10	120597949	120600124
RP11-95I16.2	10	120925547	120980700
RP11-95I16.6	10	120984966	120985596
LINC01153	10	121178700	121185966
RP11-62L18.3	10	121615425	121615839
RP11-282I1.1	10	123356450	123517708
RP11-338O1.2	10	123425713	123427640
RP11-282I1.2	10	123574227	123583767
FLJ37035	10	125700436	125719566
LINC00601	10	126413869	126421879
RP11-4C20.3	10	127929376	127934517
LINC01163	10	128181032	128317726
RP11-264E18.1	10	128316282	128320214
RP11-442O18.2	10	128912879	128916271
RP11-442O18.1	10	128958772	128960062
RP11-168C9.1	10	129278251	129291722
RP11-109A6.3	10	129768844	129769435
LINC00959	10	130066374	130110817
RP11-500G10.5	10	130104569	130104998
RP11-540N6.1	10	130439067	130483154
LINC01164	10	131772398	131790199
RP11-432J24.2	10	132419083	132420953
C10orf91	10	132444327	132449408
RP11-432J24.5	10	132511626	132518191
LINC01166	10	132943967	132965289
LINC01167	10	132961340	132962237
LINC01168	10	132965534	132976354
RP13-49I15.6	10	133257144	133257551
RP11-122K13.15	10	133374736	133374869
RP11-304M2.6	11	112967	125927
LINC01001	11	127204	139612
RP11-326C3.14	11	322186	322727
RP11-326C3.13	11	325703	326294
RP11-326C3.12	11	327171	330122
RP11-326C3.15	11	333192	333688
MIR210HG	11	565660	568457
AP006621.5	11	777578	784297
AP006621.6	11	781645	782105
RP13-870H17.3	11	1049880	1055749
AP006285.7	11	1662584	1663343
FAM99A	11	1665597	1667856
AP006285.6	11	1688297	1689056
AC068580.7	11	1776930	1778388
LINC01150	11	1902647	1907915
LINC01219	11	1991096	1993469
RP13-726E6.1	11	3469319	3531328
RP13-726E6.2	11	3481520	3581211
RP11-23F23.2	11	4187140	4202655
AC113331.9	11	5106062	5107530
AC025016.1	11	5938751	5944984
RP11-290F24.6	11	6201901	6203253
RP11-304C12.3	11	6362799	6365267
RP11-324J3.1	11	7222933	7230863
RP11-35J10.5	11	7704628	7882947
RP11-379P15.1	11	8169167	8178903
RP11-540A21.2	11	9754770	9759533
CTD-2003C8.2	11	10884885	10899322
RP11-179A10.1	11	11117854	11183611
CTD-3224I3.3	11	11243188	11243715
RP13-631K18.2	11	12030875	12061785
RP13-631K18.3	11	12066929	12073014
RP13-631K18.5	11	12086891	12089441
RP11-51B23.3	11	12538083	12540967
LINC00958	11	12962510	12989548
CTC-497E21.3	11	13001090	13009159
CTC-497E21.5	11	13054615	13134839
RP11-98J9.1	11	13785390	13848002
RP11-98J9.2	11	13826843	13879499
RP11-98J9.3	11	13844862	13870616
RP11-231N3.1	11	13921450	13924863
RP11-531H8.1	11	15552855	15591098
RP11-531H8.2	11	15572023	15622391
RP11-396O20.1	11	15643885	15705368
RP11-396O20.2	11	15701963	15758898
RP11-222N13.1	11	15910957	15927443
RP11-358H18.3	11	17695022	17697471
RP11-113D6.6	11	18140186	18189495
RP11-428C19.5	11	19299883	19308358
RP11-359E10.1	11	19710934	19712619
CTD-2019O4.1	11	22113448	22117001
LINC01495	11	22445688	22492019
RP11-34N19.1	11	22492112	22502846
RP11-266A24.1	11	23164900	23203161
RP11-945A11.1	11	23730588	23796970
RP11-945A11.2	11	23761330	23804598
RP11-2F20.1	11	24235477	24262218
RP11-405K6.1	11	25734770	25781758
RP11-20J1.1	11	25924188	25926808
CTD-2507G9.1	11	26189123	26208347
RP11-430L3.1	11	26285711	26288007
LINC00678	11	27617626	27634627
RP11-406D1.2	11	27978669	28019575
RP11-22P4.1	11	28352107	28527041
RP11-22P4.2	11	28516832	28519341
RP11-960D24.1	11	28679183	28683469
RP11-115J23.1	11	28702615	29063821
RP11-466I1.1	11	29159956	29266734
RP11-460B17.3	11	29335878	29594295
RP11-460B17.2	11	29445487	29457393
CTD-3012A18.1	11	29519076	29552639
RP5-1027O15.1	11	29594918	29630664
CTD-3138F19.1	11	29713909	29881714
RP11-215H22.1	11	29980113	29982392
RP11-624D11.2	11	30044058	30084343
PAUPAR	11	31826347	31829311
RP1-65P5.5	11	32132699	32143579
LINC00294	11	33076149	33079454
RP11-646J21.3	11	33804768	33805641
RP11-646J21.4	11	33810145	33811178
RP11-646J21.2	11	33814877	33822095
RP4-594L9.2	11	34533014	34557924
RP11-350D17.2	11	34570876	34573982
RP5-945I17.2	11	35579430	35585310
RP1-276E15.1	11	35656694	35661339
RP11-514F3.4	11	36321158	36323440
RP11-159D8.1	11	37938601	37954663
RP11-63D14.1	11	38498995	38500186
RP11-277K23.1	11	38618264	38646356
LINC01493	11	38646476	38674241
RP11-63C8.1	11	41394595	41426504
RP11-124G5.3	11	41518895	41714448
LINC01499	11	41714568	41836442
RP11-375D13.4	11	41855920	41875997
RP11-375D13.3	11	41876634	41877078
RP11-148I19.1	11	41993385	42163851
CTD-2572N17.1	11	42183292	42253712
RP11-613D13.8	11	43943787	43947206
RP11-58K22.1	11	44468464	44470429
RP11-45A12.1	11	44694863	44696301
RP11-45A12.2	11	44719392	44736692
AC068858.1	11	44973902	44978028
RP11-430H10.1	11	45355371	45366121
RP11-430H10.2	11	45371397	45388508
RP11-430H10.4	11	45387215	45513802
RP11-430H10.3	11	45399448	45400528
RP11-958J22.3	11	45582525	45583474
CTD-2210P24.1	11	45722308	45744250
CTD-2210P24.2	11	45733994	45735766
DKFZp779M0652	11	45771432	45772358
CTD-2210P24.6	11	45813219	45825258
RP11-702F3.1	11	46116578	46117318
RP11-702F3.3	11	46171947	46177105
RP11-702F3.4	11	46213821	46215858
CTD-2589M5.5	11	46238382	46239267
RP11-347H15.4	11	50298579	50304656
RP11-674C21.9	11	55684141	55686160
AP000479.1	11	56848478	56878078
RP11-659P15.1	11	58044110	58060138
RP11-655C2.3	11	58497888	58505758
AP001258.4	11	59130133	59143015
RP11-1036E20.9	11	59268876	59284033
AP000442.4	11	59561146	59566074
RP11-736I10.1	11	60024908	60031077
AP001257.1	11	60159687	60160822
LINC00301	11	60615736	60687149
RP11-881M11.8	11	61055737	61067535
RP11-286N22.10	11	61496440	61500076
RP11-794G24.1	11	61539516	61542259
RP11-855O10.2	11	61588494	61607550
RP11-855O10.3	11	61654665	61655702
DKFZP434K028	11	61746493	61757655
RP11-810P12.5	11	62077277	62082184
RP11-783K16.13	11	64246939	64249494
AP003774.6	11	64394342	64395831
AP003774.5	11	64420391	64432670
AP003774.4	11	64449074	64451657
AP005273.1	11	64500853	64505386
AP001462.6	11	64778954	64779405
AP001187.9	11	64889560	64893449
NEAT1	11	65422774	65445540
CMB9-22P13.1	11	65455258	65466720
CMB9-22P13.2	11	65487241	65488136
MALAT1	11	65497762	65506516
AP000769.7	11	65498010	65498405
MALAT1	11	65502034	65503622
RP11-770G2.2	11	65745729	65771585
RP11-867G23.3	11	66269832	66278525
CTD-3074O7.2	11	66558866	66560384
CTC-1337H24.3	11	67353629	67354348
CTC-1337H24.4	11	67374416	67374932
C11orf72	11	67602880	67606706
RP11-655M14.13	11	67618279	67627304
RP11-119D9.1	11	67886477	67906350
RP5-903G2.2	11	67934563	67939774
CTD-2007L18.5	11	68612899	68616711
RP11-757G1.6	11	68870664	68874542
RP11-554A11.7	11	69103493	69109094
RP11-554A11.8	11	69147228	69171564
RP11-211G23.2	11	69371463	69372511
RP11-211G23.1	11	69414307	69416832
AP000439.1	11	69425690	69429621
AP000439.2	11	69438365	69444743
AP000439.5	11	69467598	69469705
AP000439.3	11	69477133	69479940
RP11-643C9.1	11	69909184	69910994
RP11-643C9.2	11	69921638	69926813
RP11-626H12.1	11	69985876	70015815
RP11-626H12.2	11	70014858	70021059
RP11-626H12.3	11	70056230	70065371
RP11-167J8.3	11	71701268	71705404
LINC01537	11	72570660	72573229
RP11-800A3.3	11	73176694	73181696
RP11-632K5.3	11	74311362	74324705
AP001372.2	11	74493366	74498533
CTD-2562J17.4	11	75208054	75241173
RP11-619A14.3	11	76210956	76216025
RP11-111M22.4	11	76389648	76390128
RP11-111M22.5	11	76392196	76392905
RP11-111M22.3	11	76441338	76444656
RP11-672A2.6	11	76625462	76626834
RP11-672A2.5	11	76628096	76630363
RP11-672A2.4	11	76654169	76656712
RP11-672A2.3	11	76675079	76703195
RP11-672A2.1	11	76712396	76719608
RP11-452H21.4	11	78423982	78429836
CTD-2337I7.1	11	79092848	79098003
RP11-802F5.1	11	79191558	79193160
RP11-258O13.1	11	79604967	79612300
CTD-2555I5.1	11	80321620	80327911
RP11-686G23.2	11	80751200	80762826
RP11-179A16.1	11	81879851	82718082
RP11-876F14.1	11	81970994	81987813
RP11-179A16.2	11	82603743	82643419
RP11-718B12.2	11	82791662	82817146
RAB30-AS1	11	83072066	83106719
RP11-113K21.4	11	83072402	83097196
RP11-727A23.11	11	83185521	83187036
RP11-12D16.2	11	86192787	86193482
CTD-2005H7.1	11	86703099	86714092
CTD-2005H7.2	11	86727355	86765265
AP000654.4	11	86833068	86837615
RP11-736K20.6	11	86955619	87000959
RP11-720D4.3	11	87718354	87719411
RP11-164N3.1	11	88050106	88062110
RP11-164N3.2	11	88061774	88098147
RP11-643G5.6	11	89546637	89589611
RP11-313I2.11	11	89753982	89754953
RP11-699F16.2	11	91158083	91167294
RP11-201M22.1	11	91794362	91812294
RP11-676F20.1	11	92965797	92966603
RP11-755E23.3	11	93240133	93241168
RP11-680H20.2	11	94238150	94279206
C11orf97	11	94512581	94532123
RP11-867G2.5	11	94638038	94640833
RP11-867G2.6	11	94641907	94651631
RP11-338H14.1	11	95482406	95497553
RP11-644L4.1	11	95698086	95700623
JRKL-AS1	11	96447132	96506826
RP11-49K4.2	11	96508425	96514748
RP11-360K13.1	11	96590317	96713822
RP11-882G5.1	11	97222644	97259987
RP11-379J13.2	11	97878781	97942762
RP11-115E19.1	11	98676391	98683735
RP11-99C10.1	11	98938912	98945079
RP11-732A21.2	11	102107886	102109842
RP11-732A21.3	11	102109827	102110457
RP11-817J15.3	11	102681310	102683913
RP11-563P16.1	11	103675994	103895271
RP11-886D15.1	11	104445868	104609321
RP11-94P11.4	11	105157927	105531697
RP11-677I18.4	11	106112459	106132116
RP11-819C21.1	11	107312132	107316271
RP11-25I9.3	11	108957718	108959797
RP11-25I9.2	11	109002465	109037967
RP11-262A12.1	11	109751442	109823847
RP11-347E10.1	11	110355130	110406400
RP11-89C3.3	11	111089870	111090368
RP11-89C3.4	11	111091932	111097357
RP11-108O10.2	11	111768668	111778350
RP11-356J5.12	11	112270749	112362534
RP11-65M17.3	11	112393118	112621729
RP11-65M17.1	11	112534220	112555802
RP11-27G22.1	11	112787304	112795854
AP000462.3	11	115333577	115340262
AP000462.2	11	115363629	115377931
RP11-136I14.2	11	115532322	115532953
RP11-136I14.5	11	115582297	115600339
AP000997.1	11	115628065	115629743
AP000997.2	11	115638563	115646962
AP000797.3	11	115659658	115843146
LINC00900	11	115754248	115760627
AP000797.4	11	115932774	115942995
AP001891.1	11	116496899	116500630
AP000770.1	11	116639422	116658252
RP11-35P15.1	11	117668483	117668858
RP11-770J1.4	11	118433121	118435206
RP11-158I9.8	11	118791254	118793137
RP11-110I1.12	11	118994824	118998004
RP11-110I1.14	11	119065263	119065677
CTD-2523D13.1	11	119709920	119713925
RP11-831A10.2	11	119987954	119995037
RP11-831A10.1	11	120008604	120012158
MIR100HG	11	122155422	122422871
RP11-716H6.1	11	122294938	122301763
RP11-109E10.1	11	123313674	123314770
LINC01059	11	123454398	123460410
RP11-634B22.4	11	123668499	123671637
RP11-687M24.4	11	125132847	125139587
PKNOX2-AS1	11	125158461	125164609
RP11-680F20.10	11	125873031	125874528
RP11-680F20.5	11	125939212	125943702
RP11-680F20.4	11	125940496	125941193
RP11-673E11.2	11	126100505	126102413
RP11-50B3.2	11	126160714	126176035
RP11-688I9.4	11	126920188	126940659
RP11-168K9.1	11	127021754	127053553
RP11-168K9.2	11	127067002	127101320
CTD-2234N14.2	11	127119326	127139735
